id_register|external_id|nit|namegooglemaps|name_register|complexity|services|accreditationcode|lat|lng|departmentid|departmentname|municipalityid|municipalityname|localityid|localityname|service_level|camas|quirofano|ambulancias
388|900005955-1|900005955|Clinica la Esperanza (Evaluamos IPS Ltda)|Clínica La Esperanza Montería|1|cx oftalmológica, cx general, cx ginecológica, cx maxilofacial, cx oral, cx ortopédica, cx otorrinolaringológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx neurocirugía, cx otras cxs, cx mano, cx mama, cx tumores tejidos blandos, cx tórax, cx gastrointestinal|2300101098|8.745267339219136|-75.89163933111695|23|Córdoba|23001|Montería|||3|123|5|0
458|892115009-1|892115009|Hospital Nuestra Señora De Los Remedios E.S.E.|Empresa Social del Estado Hospital Nuestra Señora de Los Remedios|1|cx general, cx ginecológica, cx ortopédica, cx plástica, cx estética, cx otras|4400100137|11.546719830596802|-72.9136377337463|44|La Guajira|44001|Riohacha|||2|60|6|1
224|900385628-1|900385628|Clínica Medicentro Familiar|Clínica Medicentro Familiar Sede Suba|0|cx ortopédica, cx otras cxs, cx general, cx maxilofacial, cx otorrinolaringología, cx mano, cx neurocirugía|1100121564|4.732806289538411|-74.08896457786379|11|Bogotá D.C.|11001|Bogotá D.C.|1100111|Suba|2|84|7|14
439|891600091-1|891600091|COMFACHOCO IPS|Caja de Compensación Familiar del Choco|2|cx general, cx ginecológica, cx ortopédica, cx oftalmológica, cx urológica|2700100071|5.693567018912619|-76.65928100461088|27|Chocó|27001|Quibdó|||2|79|10|1
76|900857186-1|900857186|Clinica angiosur de itagui|Clínica Angiosur|0|cx vascular, cx angiológica, cx neurocirugía|536016495|6.169941512201537|-75.61129763020115|05|Antioquia|05360|Itagüí|||2|48|3|0
716|900891513-1|900891513|Idime S.A. Clínica Nueva Rafael Uribe Uribe|Clínica Nueva Rafael Uribe Uribe S.A.S.|0|cx urológica, cx general, cx ginecológica, cx ortopédica|7600110360|3.466936122423338|-76.52473752827679|76|Valle del Cauca|76001|Cali|||2|76|4|3
574|901352353-1|901352353|Clínica La Sagrada Familia|Clínica La Sagrada Familia S.A.S.|2|cx tórax, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx otras cxs, cx mano, cx neurocirugía, cx cabeza, cx cuello, cx cardiovascular|6300101741|4.538520985223959|-75.66830247826785|63|Quindío|63001|Armenia|||2|177|7|1
749|805027743-4|805027743|Clinica Mariangel|Clínica Mariángel Dumian Medical|1|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx pediátrica, cx plástica, cx estética, cx urológica, cx neurocirugía|7683406527|4.083147969171344|-76.18638702521596|76|Valle del Cauca|76834|Tuluá|||3|186|6|1
709|900464965-1|900464965|CERIO IPS|Cerio IPS Ciudad Jardín|0|cx ortopédica|7600108714|3.365473573195246|-76.53243130654386|76|Valle del Cauca|76001|Cali|||2|0|2|0
777|845000038-1|845000038|E.S.E HOSPITAL SAN ANTONIO|E.S.E. Hospital San Antonio|2|cx ortopédica, cx ginecológica, cx general, cx oftalmológica, cx otorrinolaringología, cx urológica, cx dermatológica, cx gastrointestinal|9700100001|1.2599954457012994|-70.23509985770859|97|Vaupés|97001|Mitú|||1|39|6|3
401|812002958-1|812002958|Clinica la Trinidad|Clínica La Trinidad IPS Ltda.|2|cx otorrinolaringología, cx oral, cx pediátrica, cx plástica, cx estética, cx neurocirugía, cx maxilofacial, cx urológica, cx oftalmológica, cx ortopédica, cx ginecológica, cx general|2341700248|9.227202020205432|-75.82012121567314|23|Córdoba|23417|Lorica|||2|95|3|2
412|832003167-1|832003167|Clínica Universidad de La Sabana|Clínica Universidad de La Sabana|1|neurocirugía, cx gastrointestinal, cx tórax, cx mano, cx otras cxs, cx urológica, cx plástica, cx estética, cx otorrinolaringología, cx oftalmológica, cx general, cx ginecológica, cx maxilofacial, cx ortopédica|2517500059|4.856313949142596|-74.03049273464286|25|Cundinamarca|25175|Chía|||3|150|11|0
594|891411663-1|891411663|E.S.E Hospital Santa Monica|Empresa Social del Estado Hospital Santa Mónica|2|cx dermatológica, cx mano, cx urológica, cx plástica, cx estética, cx pediátrica, cx oral, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|6617000278|4.824137586077557|-75.67992977564725|66|Risaralda|66170|Dosquebradas|||2|68|5|3
613|800255963-1|800255963|Clinica San José|Clínica San José S.A.S.|2|cx maxilofacial, cx ginecológica, cx general, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx plástica, cx estética, cx urológica|6808101517|7.058470441833496|-73.85075022837326|68|Santander|68081|Barrancabermeja|||2|36|3|0
278|900219120-3|900219120|ViVA 1A SURA SAN FELIPE|Viva 1a San Felipe|0|cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx ginecológica, cx general|1300102988|10.420490458050551|-75.53831127419171|13|Bolívar|13001|Cartagena de Indias|||2|0|5|0
765|900769055-1|900769055|Clínica Simalink|Servicio Integral de Medicina Ambulatoria-Sima.Link S.A.S.|2|cx dermatológica, cx gastrointestinal, cx mano, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|8500103788|5.3487542254486495|-72.39150595551668|85|Casanare|85001|Yopal|||2|34|3|0
484|900247184-1|900247184|Clini Dental|Clinidental Fm S.A.S.|2|cx maxilofacial|4700101065|11.241269105955974|-74.1899972696521|47|Magdalena|47001|Santa Marta|||2|0|0|0
153|800112384-1|800112384|Cirulaser|Cirulaser Andes S.A.|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx oral, cx plástica, cx estética, cx urológica, cx dermatológica|1100102894|4.694821702358422|-74.03386783927365|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|2|0|4|0
277|900042103-1|900042103|Hospital Universitario Del Caribe|Empresa Social del Estado Hospital Universitario del Caribe|1|neurocirugía, cx gastrointestinal, cx tórax, cx dermatológica, cx mano, cx otras cxs, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx oncológica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|1300101781|10.400421936704827|-75.5035194907442|13|Bolívar|13001|Cartagena de Indias|||3|463|9|1
750|891901158-1|891901158|ESE Hospital Departamental Tomás Uribe Uribe de Tuluá|E.S.E. Hospital departamental Tomas Uribe Uribe de Tuluá E.S.E. Empresa Social del Estado|2|cx ginecológica, cx general, cx neurocirugía, cx urológica, cx plástica, cx estética, cx pediátrica, cx otorrinolaringología, cx oftalmológica, cx maxilofacial, cx ortopédica, cx vascular, cx angiológica|7683404652|4.081705037204574|-76.18810663171129|76|Valle del Cauca|76834|Tuluá|||2|221|7|3
144|900423126-1|900423126|Fundación Clínica Materno Infantil Adela de Char|Fundación Clínica Materno Infantil Adela de Char|1|neurocirugía, cx gastrointestinal, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx ortopédica, cx otras cxs, cx general, cx ginecológica|875800714|10.901661178142346|-74.78280705783865|08|Atlántico|08758|Soledad|||3|114|5|0
513|900273700-1|900273700|Clinica Sanar S.A.S|Clínica Sanar|2|otras cxs, cx urológica, cx plástica, cx estética, cx otorrinolaringología, cx maxilofacial, cx ginecológica, cx general|5000101445|4.144191889209991|-73.63910797916533|50|Meta|50001|Villavicencio|||2|8|4|0
464|900778696-1|900778696|Florecer|Fundación Florecer Bienestar Y desarrollo Guajiro|2|cx dermatológica, cx ortopédica, cx ginecológica, cx oftalmológica|4427900951|10.887750833750966|-72.85486343283462|44|La Guajira|44279|Fonseca|||2|0|4|0
24|890904646-1|890904646|Hospital General de Medellín Luz Castro de Gutiérrez|Hospital General de Medellín Luz Castro de Gutiérrez, Empresa Social del Estado|1|plástica, cx estética, cx pediátrica, cx oncológica, cx urológica, cx de tórax, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx neurocirugía|500102144|6.234056988560798|-75.5731264217|05|Antioquia|05001|Medellín|||3|460|13|0
398|901597483-1|901597483|Unidad Médica Integral Emauss IPS|Unidad Médica Integral Emauss IPS S.A.S.|0|cx general, cx ginecológica, cx ortopédica, cx pediátrica|2300102392|8.751848746134115|-75.88059360598709|23|Córdoba|23001|Montería|||2|8|2|0
253|901254142-1|901254142|MEISAR IPS - Cirugía Plástica en Bogotá|Meisar IPS S.A.S.|2|cx maxilofacial, cx otorrinolaringología, cx otras cxs, cx plástica, cx estética|1100134663|4.699547833960588|-74.03244034135732|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|2|0|2|0
435|899999147-1|899999147|Hospital El Salvador de Ubaté E.S.E.|Empresa Social del Estado Hospital El Salvador de Ubaté|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica|2584300026|5.304662315718689|-73.81387392237731|25|Cundinamarca|25843|Villa de San Diego de Ubaté|||2|59|14|13
747|821003143-1|821003143|Hospital Centenario de Sevilla|E.S.E. Hospital departamental Centenario de Sevilla Empresa Social del Estado|2|cx urológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx ginecológica, cx general|7673604710|4.269291572231827|-75.92861589946583|76|Valle del Cauca|76736|Sevilla|||2|30|6|3
118|900318964-1|900318964|Clivelam IPS|Clivelam I.P.S. S.A.S.|2|cx gastrointestinal, cx plástica, cx estética, cx pediátrica, cx general, cx ginecológica, cx otorrinolaringología|800103245|11.001058868175846|-74.81445897600331|08|Atlántico|08001|Barranquilla|||1|0|3|0
562|901389106-1|901389106|GHB Medical - Clínica Divino Niño|Clínica Divino Niño Ghb Medical|0|cx oftalmológica, cx dermatológica, cx urológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|5449803096|8.237235322211198|-73.35275537215867|54|Norte de Santander|54498|Ocaña|||2|25|3|0
536|800084362-1|800084362|Hospital Civil de Ipiales|E.S.E. Hospital Civil de Ipiales|1|cx mano, cx plástica, cx estética, cx neurocirugía, cx gastrointestinal, cx dermatológica, cx urológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|5235600356|0.8287170586886025|-77.61389591585777|52|Nariño|52356|Ipiales|||3|176|10|6
524|814006248-1|814006248|Unidad Cardioquirurgica De Nariño|Unidad Cardioquirúrgica de Nariño Ltda.|1|neurocirugía, cx gastrointestinal, cx dermatológica, cx endovascular neurológica, cx urológica, cx plástica, cx estética, cx otorrinolaringología, cx ginecológica, cx vascular, cx angiológica, cx ortopédica, cx general, cx cardiovascular, cx maxilofacial|5200100891|1.2237686095919054|-77.28588324815694|52|Nariño|52001|Pasto|||3|36|11|0
105|802020128-1|802020128|Clínica Murillo|Inverclínicas S.A.S.|2|cx general, cx ginecológica, cx ortopédica, cx pediátrica, cx plástica, cx estética, cx urológica, cx neurocirugía, cx gastrointestinal, cx otras cxs|800102835|10.960605706895503|-74.79393603693434|08|Atlántico|08001|Barranquilla|||3|92|6|1
553|900191362-1|900191362|Clínica de Oftalmología Sandiego|Clínica de Oftalmología San Diego Cúcuta|2|cx plástica, cx estética, cx oftalmológica, cx otorrinolaringología, cx otras cxs|5400101868|7.882533707121409|-72.49889908611824|54|Norte de Santander|54001|San José de Cúcuta|||1|0|2|0
115|900098008-1|900098008|Fundacion Medica Integral De La Costa Ltda|Fundación Médica Integral de La Costa Limitada - Funmedic IPS Ltda.|0|cx general, cx ortopédica, cx mano|800104133|10.990361471208564|-74.7951680136852|08|Atlántico|08001|Barranquilla|||2|14|2|0
706|900208912-1|900208912|Clinica Internacional De Cirugia Plastica|Clínica Internacional de Cirugía Plástica|2|cx plástica, cx estética, cx otorrinolaringología, cx maxilofacial|7600106974|3.4226909357344706|-76.5465871291686|76|Valle del Cauca|76001|Cali|||2|0|4|0
53|890907215-1|890907215|ESE Hospital San Vicente de Paúl Caldas|E.S.E. Hospital San Vicente de Paúl de Caldas|2|cx urológica, cx ortopédica, cx ginecológica, cx general|512902146|6.086962460742646|-75.63444849825007|05|Antioquia|05129|Caldas|||2|71|5|3
328|900181419-1|900181419|Clínica Meintegral S.A.S|Clínica Meintegral S.A.S.|0|cx otorrinolaringología, cx pediátrica, cx dermatológica, cx gastrointestinal, cx neurocirugía, cx ortopédica, cx cardiovascular, cx plástica, cx estética, cx maxilofacial|1700101920|5.066029855266994|-75.50643462351162|17|Caldas|17001|Manizales|||2|34|2|1
584|891411743-1|891411743|Clínica De Fracturas S.A.S.|Clínica de Fracturas S.A.S.|2|cx mano, cx plástica, cx estética, cx ortopédica, cx maxilofacial|6600100307|4.808824633188668|-75.68661069543123|66|Risaralda|66001|Pereira|||2|0|6|0
257|901622460-1|901622460|Clinica Ortofed: Ortopedia, Función y Educación|Clínica de Ortopedia Función Y Educación|0|cx mano, cx ortopédica|1100139552|4.634963646193039|-74.07764157019083|11|Bogotá D.C.|11001|Bogotá D.C.|1100113|Teusaquillo|2|0|2|0
419|800174851-1|800174851|Clinica Belen de Fusagasuga|Sociedad Médico-Quirúrgica Nuestra Señora de Belén de Fusagasugá S.A.S.|2|cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx ginecológica, cx general, cx plástica, cx estética, cx urológica, cx dermatológica, cx maxilofacial|2529000114|4.336169248257587|-74.36648795354124|25|Cundinamarca|25290|Fusagasugá|||2|44|5|0
89|901721622-1|901721622|Novasalud Caribe IPS|Nova Salud Integrales IPS S.A.S.|0|cx ortopédica, cx general, cx oftalmológica, cx otorrinolaringológica|863802623|10.914332963163876|-74.77331212565508|08|Atlántico|08758|Soledad|||1|0|2|0
14|811026259-1|811026259|Clínica Bioforma|Bioforma S.A. Medicina Especializada|2|cx maxilofacial, cx otorrinolaringología, cx plástica, cx estética|500103951|6.182452709273006|-75.56458513049525|05|Antioquia|05001|Medellín|||2|0|2|0
18|890900518-1|890900518|Hospital Universitario San Vicente Fundación|Fundación Hospitalaria San Vicente de Paul|1|cx dermatológica, cx de tórax, cx gastrointestinal, cx plástica oncológica, cx neurocirugía, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx de cabeza, cx cuello, cx de la mano, cx oftalmológica, cx otorrinolaringología, cx oncológica, cx otras cxs, cx oral, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica|500102175|6.262664622282357|-75.56560763653907|05|Antioquia|05001|Medellín|||3|482|34|0
307|891856507-1|891856507|Clinica Boyaca|Sociedad Clínica Boyacá Limitada|2|cx urológica, cx dermatológica, cx plástica, cx estética, cx pediátrica, cx otorrinolaringológica, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|1523801099|5.814854035339171|-73.03084155847718|15|Boyacá|15238|Duitama|||2|30|4|0
284|900491883-1|900491883|Clínica La Ermita de Cartagena|Clínica La Ermita de Cartagena - Sede 1|0|cx plástica oncológica, cx gastrointestinal, cx oncológica, cx neurocirugía, cx tórax, cx dermatológica, cx cabeza, cx cuello, cx cardiovascular, cx mama, cx tumores tejidos blandos, cx mano, cx general, cx ginecológica, cx endovascular neurológica, cx urológica, cx vascular, cx angiológica, cx maxilofacial, cx ortopédica, cx plástica, cx estética, cx otorrinolaringología|1300102661|10.418024039176418|-75.5331332036317|13|Bolívar|13001|Cartagena de Indias|||3|135|9|0
535|900900155-1|900900155|Centro de Cuidados Cardioneurovasculares Pabón S.A.S|Centro de Cuidados Cardioneurovasculares Pabón S.A.S.|1|cx ginecológica, cx vascular, cx angiológica, cx oncológica pediátrica, cx mama, cx tumores tejidos blandos, cx oncológica, cx cabeza, cx cuello, cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx pediátrica, cx plástica, cx estética, cx urológica, cx mano, cx tórax, cx gastrointestinal, cx neurocirugía|5200102345|1.2133514509162897|-77.29608910943118|52|Nariño|52001|Pasto|||3|122|5|0
23|890903777-1|890903777|Clínica Soma|Sociedad Médica Antioqueña S.A. Soma|1|cx maxilofacial, cx ginecológica, cx general, cx de cabeza, cx cuello, cx ortopédica, cx otorrinolaringología, cx pediátrica, cx plástica, cx estética, cx urológica, cx de la mano, cx de tórax, cx gastrointestinal, cx neurocirugía|500102101|6.248921513187596|-75.56448054020044|05|Antioquia|05001|Medellín|||3|196|11|0
92|800088346-1|800088346|CLINICA GENERAL EL RECREO|IPS Clínica General El Recreo Ltda.|2|cx urológica, cx plástica, cx estética, cx ortopédica, cx ginecológica, cx general|800101387|10.982562388202735|-74.79599102917764|08|Atlántico|08001|Barranquilla|||2|0|3|1
232|900769549-1|900769549|Clínica red humana|Red Humana S.A.S.|1|cx cardiovascular, cx plástica, cx estética, cx general, cx ortopédica, cx neurocirugía, cx gastrointestinal, cx tórax, cx otras cxs, cx otorrinolaringología, cx vascular, cx angiológica, cx urológica, cx mano|1100136436|4.683063321707407|-74.05894772672856|11|Bogotá D.C.|11001|Bogotá D.C.|1100112|Barrios Unidos|2|49|6|0
672|890706823-1|890706823|Hospital Regional de Lerida|Hospital Reina Sofía de España Empresa Social del Estado|2|cx general|7340800737|4.859137782543064|-74.91700131372991|73|Tolima|73408|Lérida|||2|37|4|3
395|901085352-1|901085352|Instituto Medico De Alta Tecnologia Sas|Instituto Médico de Alta Tecnología S.A.S.|0|cx oncológica pediátrica, cx otras cxs, cx oncológica, cx neurocirugía, cx tórax, cx otorrinolaringológica, cx cardiovascular, cx cabeza, cx cuello, cx ginecológica, cx mama, cx tumores tejidos blandos, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx ortopédica, cx general, cx gastrointestinal, cx maxilofacial|2300102131|8.752217881483405|-75.88708866352243|23|Córdoba|23001|Montería|||3|193|15|0
686|800220806-1|800220806|Centro Especializado en Fracturas y Lesiones Deportivas|Centro Especializado En Fracturas Y Lesiones deportivas|2|cx ortopédica|7600101723|3.480745503039156|-76.52147196822507|76|Valle del Cauca|76001|Cali|||2|0|3|0
190|860010783-1|860010783|Clínica Nueva|Clínica Nueva|2|neurocirugía, cx gastrointestinal, cx tórax, cx dermatológica, cx mano, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx oncológica, cx ortopédica, cx maxilofacial, cx general|1100107521|4.634211624880233|-74.07088708227077|11|Bogotá D.C.|11001|Bogotá D.C.|1100113|Teusaquillo|3|95|7|0
731|891380054-1|891380054|Fundación San José de Buga|Fundación Hospital San José|2|cx general, cx cardiovascular, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx neurocirugía, cx dermatológica, cx pediátrica|7611103495|3.906711841122428|-76.29220111590968|76|Valle del Cauca|76111|Guadalajara de Buga|||3|161|8|0
85|901089614-1|901089614|CLINICA SAN RAFAEL|Clínica San Rafael Alta Complejidad S.A.S.|0|neurocirugía, cx endovascular neurológica, cx urológica, cx pediátrica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|863802630|10.640200586841583|-74.91121164496546|08|Atlántico|08638|Sabanalarga|||3|145|8|1
171|830078325-1|830078325|Unidad Médica Cecimin|Unidad Médica Cecimin|2|cx maxilofacial, cx general, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica, cx plástica oncológica|1100108626|4.692242901810987|-74.0558224683915|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|2|0|1|0
496|819004276-1|819004276|Clínica La Esperanza IPS S.A.S.|Clínica La Esperanza IPS S.A.S. - Calle Nueva|2|cx urológica, cx ortopédica, cx otorrinolaringología, cx ginecológica, cx general|4724500090|8.996134204235979|-73.97231349896727|47|Magdalena|47245|El Banco|||3|23|3|0
615|900136865-1|900136865|Hospital General Regional del Magdalena Medio|Empresa Social del Estado Hospital Regional del Magdalena Medio|1|cx general, cx ginecológica, cx ortopédica, cx urológica, cx neurocirugía|6808100797|7.067911527803675|-73.86129685440564|68|Santander|68081|Barrancabermeja|||3|72|7|2
413|899999156-1|899999156|E.S.E. Hospital San Antonio De Chia|E.S.E. Hospital San Antonio de Chía - (251750002001)|2|cx general, cx ginecológica, cx ortopédica, cx otorrinolaringología, cx urológica|2517500020|4.85815981939269|-74.06035557374979|25|Cundinamarca|25175|Chía|||2|12|6|2
610|901809401-1|901809401|Promesalud|Promesalud Integral - IPS Nororiente|0|cx plástica, cx estética, cx ortopédica|6800171148|7.117181335326224|-73.1101184013692|68|Santander|68001|Bucaramanga|||2|0|3|0
351|891500084-1|891500084|Hospital Francisco de Paula Santander ESE|Hospital Francisco de Paula Santander E.S.E. Nivel II Unidad de Atención En Salud Sede I|1|cx otorrinolaringología, cx urológica, cx oftalmológica, cx ortopédica, cx ginecológica, cx otras cxs|1969800016|3.0045884629064807|-76.48286494826128|19|Cauca|19698|Santander de Quilichao|||3|102|7|0
97|800179966-2|800179966|Clinica Reina Catalina|Clínica Reina Catalina S.A.S.|1|cx mama, cx tumores tejidos blandos, cx mano, cx endovascular neurológica, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx oral, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx cabeza, cx cuello, cx dermatológica, cx tórax, cx gastrointestinal, cx neurocirugía|800100789|11.001486576555097|-74.81623401975469|08|Atlántico|08001|Barranquilla|||3|272|9|2
8|800107179-1|800107179|Clínica AMA - Nueva EPS|Clínica Ama|0|cx general, cx ginecológica, cx ortopédica, cx urológica|500100012|6.261685552463122|-75.56151168302485|05|Antioquia|05001|Medellín|||2|68|7|0
726|900668922-1|900668922|Clínica Castellana # 1|Clínica Castellana|2|cx general, cx ortopédica, cx vascular, cx angiológica, cx urológica|7600110386|3.462265983087685|-76.52808317421918|76|Valle del Cauca|76001|Cali|||2|0|11|0
377|800215019-1|800215019|Clínica Cardiovascular del Caribe SAS|Sociedad Cordobesa de Cirugía Vascular S.A.S.|2|cx tórax, cx vascular, cx angiológica, cx general, cx cardiovascular, cx neurocirugía, cx urológica|2300100691|8.751602745454349|-75.88387485427573|23|Córdoba|23001|Montería|||3|32|1|0
546|807000799-1|807000799|Uronorte S.a.|Centro Quirúrgico Uronorte|2|cx vascular, cx angiológica, cx urológica, cx ginecológica, cx general|5400100099|7.884278789090757|-72.49622673527581|54|Norte de Santander|54001|San José de Cúcuta|||2|11|6|0
86|901270747-1|901270747|Unidad Médica San Vicente|Unidad Médica San Vicente S.A.S.|0|cx plástica, cx estética, cx ortopédica, cx general|863802281|10.630555466618128|-74.92171572163319|08|Atlántico|08638|Sabanalarga|||2|0|1|3
200|860037950-1|860037950|Fundación Santa Fe de Bogotá|Fundación Santa Fe de Bogotá|1|neurocirugía, cx gastrointestinal, cx tórax, cx mama, cx tumores tejidos blandos, cx mano, cx otras cxs, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx oral, cx oncológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx cabeza, cx cuello|1100105618|4.695657749101086|-74.0330267997836|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|3|380|44|1
644|900164946-1|900164946|Clínica Pediátrica Niño Jesús|Clínica Pediátrica Niño Jesús Limitada|2|cx ortopédica, cx otorrinolaringología, cx urológica, cx otras cxs, cx general|7000101049|9.306946691921432|-75.39496098800981|70|Sucre|70001|Sincelejo|||2|93|2|0
621|890205361-1|890205361|Clínica Foscal|Fundación Oftalmológica de Santander Foscal|1|cx oncológica, cx oral, cx pediátrica, cx plástica, cx estética, cx oftalmológica, cx otorrinolaringología, cx vascular, cx angiológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx urológica, cx otras cxs, cx oncológica pediátrica, cx general, cx cabeza, cx cuello, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica, cx tórax, cx gastrointestinal, cx plástica oncológica, cx neurocirugía|6827601666|7.07314911513701|-73.11040024832236|68|Santander|68276|Floridablanca|||3|284|25|0
373|901353174-1|901353174|clínica San martín codazzi|IPS Clínica San Martin Codazzi S.A.S.|0|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx plástica, cx estética|2001302313|10.02381645673148|-73.2393653929536|20|Cesar|20013|Agustín Codazzi|||2|12|3|2
308|900405505-1|900405505|Famedic|Famedic Cca Duitama|0|cx ginecológica, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx general|1575902377|5.826837034490856|-73.03308202169862|15|Boyacá|15238|Duitama|||2|0|3|0
317|900531397-1|900531397|Clinica Bellanova cirugia plastica y estetica en boyaca|Clínica Bellanova IPS S.A.S.|2|cx plástica, cx estética, cx otorrinolaringología, cx ortopédica, cx ginecológica, cx general|1575902000|5.724097272859434|-72.92516047663935|15|Boyacá|15759|Sogamoso|||1|0|3|0
762|900501859-1|900501859|HEALTH CARE ISP YOPAL|Health Care Cirugía Plástica S.A.S.|0|cx plástica, cx estética|8500102632|5.343806568025213|-72.39333951684215|85|Casanare|85001|Yopal|||1|0|2|0
48|900618986-1|900618986|Quirófanos El Tesoro - Clínica Cirugía Plástica|Quirófanos El Tesoro|2|cx pediátrica, cx maxilofacial, cx de tórax, cx general, cx ginecológica, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx de la mano, cx dermatológica|500113152|6.198919435871809|-75.56160865895626|05|Antioquia|05001|Medellín|||2|11|12|0
32|890933857-1|890933857|Centro de Ortopedia y Traumatología El Estadio S.A.|Centro de Ortopedia Y Traumatología El Estadio S.A.|2|cx ortopédica|500104210|6.258715094815948|-75.59118702828081|05|Antioquia|05001|Medellín|||2|0|4|0
256|901582380-1|901582380|Clínica Symmetry Plastic Surgery|Symmetry Plastic Surgery|0|cx general, cx maxilofacial, cx otorrinolaringología, cx otras cxs|1100138852|4.667713546606596|-74.05821946136808|11|Bogotá D.C.|11001|Bogotá D.C.|1100102|Chapinero|2|0|8|0
479|891701664-1|891701664|Clínica El Prado|Clínica Prado|1|cx ginecológica, cx general, cx mano, cx neurocirugía, cx gastrointestinal, cx otras cxs, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx pediátrica|4700100508|11.23699785089421|-74.21078200556975|47|Magdalena|47001|Santa Marta|||3|182|5|2
453|891180117-1|891180117|Hospital Departamental San Antonio de Padua La Plata Huila|E.S.E. Hospital departamental San Antonio de Padua|2|cx urológica, cx otorrinolaringológica, cx ortopédica, cx ginecológica, cx general|4139600407|2.393225461825606|-75.8858674899205|41|Huila|41396|La Plata|||2|56|4|6
575|800222727-1|800222727|Quirófano Casalud S.A.S.|Quirófano Casalud S.A.S.|2|cx ginecológica, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx maxilofacial, cx dermatológica, cx vascular, cx angiológica, cx general|6600100532|4.816124756112588|-75.69568472060982|66|Risaralda|66001|Pereira|||2|0|3|0
411|800200789-1|800200789|Clínica Chía|Clínica Chía S.A.S.|2|cx general, cx ginecológica, cx ortopédica, cx neurocirugía, cx otorrinolaringología, cx plástica, cx estética|2517500132|4.856509125138024|-74.06255632904957|25|Cundinamarca|25175|Chía|||2|43|14|0
522|814004714-1|814004714|Clínica Bellatriz|Clínica Bellatriz S.A.S.|2|cx maxilofacial, cx plástica, cx estética|5200100667|1.2302229959744138|-77.28570549692422|52|Nariño|52001|Pasto|||2|0|4|0
